# center_row center_col major_diameter minor_diameter angle_deg score
270.175 254.187 73.5848 39.4987 -51.4425 0.932347
122.631 273.314 69.7803 29.6138 30.2398 0.900184
229.623 33.3531 74.7532 50.0479 14.343 0.868048
100.339 140.492 55.7541 50.3996 71.5388 0.942935
158.136 214.4 48.0257 31.3029 -14.077 0.828975
74.6348 55.2891 61.7138 59.6229 22.2073 0.930315
218.693 226.724 76.5776 49.8578 -24.9436 0.928571
129.426 36.2625 56.4579 56.1574 -16.1778 0.936162
84.5464 219.248 67.3798 39.7397 80.6632 0.901339
61.8283 256.574 67.8542 34.2405 -18.5271 0.922021
257.2 80.1298 72.1672 36.1394 -84.2379 0.885495
44.6471 23.3838 41.4942 38.021 -34.3585 0.917471
258.487 208.811 61.58 46.4073 -56.1408 0.891874
206.522 93.1613 60.4766 46.3764 78.7474 0.93852
211.435 186.049 31.8392 30.2656 -9.05803 0.947564
198.785 127.411 63.0148 43.47 -14.9795 0.889199
31.4909 198.272 44.0927 43.9281 -12.5156 0.946002
148.168 155.434 50.1073 34.7845 -40.2046 0.902024
277.62 54.2106 47.5969 37.344 -66.6782 0.892949
35.2483 221.554 64.7914 37.9706 -3.64642 0.88164
167.678 99.9042 35.8346 29.6244 -60.6973 0.866276
149.627 225.301 74.5085 41.9614 -47.3623 0.912718
125.498 56.2595 46.0825 40.4398 73.9054 0.932287
