# center_row center_col major_diameter minor_diameter angle_deg score
96.5348 247.278 111.645 77.61 33.9067 0.956087
40.4642 180.235 63.4928 57.6948 39.1285 0.972113
230.488 260.366 76.7587 53.6772 34.0751 0.936525
39.4061 110.415 86.4348 53.6152 40.89 0.938274
72.6065 65.5822 80.7859 69.7542 -46.5885 0.937099
241.465 115.334 97.707 75.574 12.8732 0.964523
231.487 50.9999 60.8738 37.955 71.6605 0.917373
127.17 221.843 118.224 45.3987 37.0762 0.911999
98.7554 97.5018 113.257 42.4973 -10.2403 0.831248
209.651 177.624 67.1758 62.3377 10.317 0.953565
182.726 162.389 106.514 40.4184 22.5925 0.949778
193.554 262.095 52.5625 34.2049 76.8315 0.907034
