# center_row center_col major_diameter minor_diameter angle_deg score
35.057 141.996 50.8163 42.7905 -16.5015 0.930534
135.055 33.9743 62.8515 58.6196 -0.859457 0.801678
88.6989 68.0274 69.0241 37.1245 38.4741 0.809161
97.6326 262.985 65.2273 61.1588 -58.4624 0.816574
188.22 116.554 71.1733 42.6544 -13.5224 0.843477
78.9668 209.934 62.5464 46.7569 -66.8143 0.828769
152.569 249.084 70.5985 57.3173 2.74499 0.851946
225.31 65.041 34.1463 32.9187 6.24224 0.828447
143.908 83.0844 48.756 37.6674 -41.129 0.782398
194.844 211.63 76.5308 46.9727 35.3993 0.878602
77.0391 121.36 40.946 37.4188 41.1364 0.804012
260.556 209.104 76.5218 47.9653 31.5914 0.780799
