# center_row center_col major_diameter minor_diameter angle_deg score
97.5522 196.136 78.6277 57.4048 -26.4716 0.894065
241.397 139.082 59.1225 50.4371 65.8857 0.906368
154.008 80.0681 71.1766 43.4689 45.7677 0.878988
200.285 176.989 63.33 60.703 13.5601 0.832557
45.8227 252.966 79.6797 33.7378 30.7113 0.839637
176.48 39.9843 90.661 59.2429 38.8929 0.876337
50.2918 147.853 47.231 28.9199 -10.7421 0.784956
249.087 51.9922 65.9579 39.4818 22.5311 0.810054
26.2523 261.123 58.5078 44.9262 82.1238 0.811323
35.364 55.1937 62.4863 45.8162 -52.1021 0.803664
