# center_row center_col major_diameter minor_diameter angle_deg score
232.464 114.565 94.8887 71.829 -70.9862 0.92984
220.459 205.258 60.4309 50.1426 -17.7203 0.955632
266.565 52.0936 87.1303 49.6687 76.0463 0.906028
169.336 42.3375 51.5235 31.5871 -23.6147 0.944468
49.7653 98.5716 82.7292 54.2374 -41.7212 0.918753
63.0176 219.078 93.1752 49.6177 17.178 0.936125
185.638 223.289 79.1088 37.5106 63.9338 0.912383
45.6257 54.2367 55.6579 49.6087 -30.5522 0.923645
146.51 121.142 64.625 30.3564 77.6999 0.92856
243.229 36.229 89.8871 36.0009 24.3277 0.92773
164.562 182.229 39.5766 31.9015 -67.6993 0.911984
117.322 98.4125 64.6087 38.5757 -26.315 0.897046
188.002 97.1433 69.6353 44.599 -60.7479 0.864384
81.5002 68.7445 84.2985 31.9751 -73.8591 0.91254
