# center_row center_col major_diameter minor_diameter angle_deg score
155.837 245.975 80.4644 58.2862 74.4344 0.855606
97.8784 242.075 79.4604 41.3027 -60.1786 0.934212
54.982 164.992 78.8875 56.5471 -15.001 0.858228
142.028 112.009 78.8228 60.6991 -16.9555 0.827953
231.019 123.792 70.6521 57.1905 -24.3397 0.78562
258.816 69.2017 70.7308 38.8688 -77.2467 0.783971
197.968 31.9636 60.7055 40.5917 24.2241 0.805551
215.053 198.047 46.6303 28.8867 76.6581 0.845922
31.066 269.836 51.9059 36.6327 53.6823 0.860502
149.634 165.403 68.0186 36.9593 18.7615 0.869192
169.043 45.991 60.5992 52.7666 -83.6433 0.832793
