# center_row center_col major_diameter minor_diameter angle_deg score
215.795 93.3771 62.9585 59.3777 64.5843 0.905826
152.015 81.9614 70.4782 40.8056 26.0954 0.82501
264.149 219.975 67.2515 49.0972 0.0786599 0.795865
106.848 36.7915 52.2298 31.2282 -8.80665 0.806265
65.9334 172.151 66.8695 51.1381 24.2348 0.838257
23.0169 51.0727 68.5627 34.6746 -88.8572 0.799988
146.897 25.0416 36.7633 34.8887 44.6057 0.869204
70.8895 76.0478 40.826 38.7815 17.842 0.824415
118.148 143.831 64.1323 54.4041 43.7497 0.798586
233.094 225.097 48.478 39.0922 -69.9171 0.819091
167.124 229.007 34.9728 30.5005 3.95793 0.801556
