# center_row center_col major_diameter minor_diameter angle_deg score
48.0253 133.011 83.35 67.4483 -8.02452 0.886655
61.1022 252.945 83.0213 62.7918 -14.5241 0.849297
209.926 111.005 60.5924 47.0692 77.4967 0.816915
133.825 140.198 53.4068 52.6774 40.3168 0.822132
59.1458 47.0148 72.683 42.8334 -20.8227 0.852664
139.054 109.061 62.6588 34.6141 45.3181 0.825004
222.927 189.105 60.9242 60.7371 -63.7606 0.820259
93.962 58.958 58.4929 30.8338 -22.4665 0.791805
137.687 221.021 52.7425 37.2044 -55.0109 0.866629
181.037 200.937 75.2215 44.3654 83.5485 0.875177
193.203 126.881 57.6012 53.963 57.9957 0.785776
