# center_row center_col major_diameter minor_diameter angle_deg score
239.013 252.946 68.7205 66.9445 50.921 0.866189
223.924 122.005 62.9386 48.9264 32.051 0.899565
63.0282 55.0972 62.627 42.8453 81.1813 0.834959
31.0399 164.873 60.9488 52.7871 -67.4361 0.863012
150.416 195.009 75.21 48.9725 -9.83613 0.829062
145.886 39.9805 62.671 44.866 75.4773 0.866182
116.062 176.078 50.824 46.8972 -52.6589 0.83247
95.8478 262.926 62.938 62.6606 30.1496 0.793954
180.173 144.711 50.85 47.4853 65.2073 0.802548
214.961 69.0164 71.2582 37.4214 -8.19703 0.822454
162.347 99.1177 63.1726 47.5355 14.895 0.88905
