# center_row center_col major_diameter minor_diameter angle_deg score
59.5105 64.2719 54.4632 52.9463 -42.8682 0.887291
92.6241 174.324 70.1751 67.8521 7.75934 0.902464
115.459 213.212 70.0742 36.5336 -24.4301 0.921629
41.4062 201.259 63.6181 57.5078 72.907 0.938104
215.098 223.771 66.7676 45.5926 -29.9559 0.901428
154.898 75.6401 75.687 38.4814 25.0707 0.894023
186.525 110.194 53.8854 39.5941 -48.4188 0.934549
265.298 169.036 72.1365 41.4225 -49.9779 0.949221
174.173 222.425 70.4595 41.268 76.806 0.819628
170.027 156.989 49.4937 43.8252 26.3965 0.873998
243.391 42.3331 65.8368 33.7864 19.7071 0.908692
54.6112 232.188 45.9382 29.1576 -49.1241 0.875672
198.534 257.068 58.5387 34.2968 66.5871 0.820008
80.5097 101.275 54.4373 43.9851 -48.1042 0.917742
200.576 48.8791 34.0653 30.1167 75.5224 0.883432
200.362 148.812 54.1855 29.7645 -40.7758 0.826573
202.992 28.4208 42.8245 29.4106 28.8199 0.865325
144.452 102.187 44.5442 34.116 57.7871 0.842799
257.416 102.05 43.5997 33.8518 -39.1794 0.928636
189.467 175.309 41.8902 36.1484 -85.0642 0.806931
90.5782 92.1011 30.5392 21.9035 53.4707 0.909348
