# center_row center_col major_diameter minor_diameter angle_deg score
142.546 176.241 91.6245 85.7156 39.2829 0.973472
261.436 231.153 102.469 46.4157 -68.6164 0.943081
209.258 40.3627 103.582 39.5569 -36.2722 0.921582
183.259 250.027 74.835 48.0959 -51.205 0.887206
207.577 124.113 81.9355 72.1911 -78.6058 0.952531
151.481 92.2257 74.2975 72.4156 -42.7138 0.902129
65.5151 65.235 90.4732 70.4423 33.3814 0.928161
47.6203 212.411 72.1301 55.5918 -71.4122 0.950092
225.037 201.637 57.9059 35.0143 -83.5778 0.785194
89.3333 30.2724 52.1723 37.398 -25.3483 0.909226
52.5981 180.269 90.4565 36.1728 88.5578 0.933572
30.7372 49.6271 54.9101 35.7972 -37.6845 0.940303
