# center_row center_col major_diameter minor_diameter angle_deg score
172.053 240.023 85.3359 45.7572 39.4407 0.892228
265.987 148.924 83.3786 43.3042 88.8074 0.797688
39.2896 257.77 80.2233 57.929 84.9372 0.812656
30.9738 41.9497 45.1783 35.5881 46.0374 0.850213
95.7648 174.142 59.9681 57.7552 64.3166 0.788915
187.093 123.894 37.2266 30.7365 -47.3673 0.85771
101.953 250.161 32.7191 31.1772 33.1271 0.795697
107.663 92.801 31.637 30.314 37.9011 0.823673
42.9816 163.998 50.7056 48.761 37.8529 0.892101
89.0561 274.1 38.702 36.5798 12.8035 0.832964
