# center_row center_col major_diameter minor_diameter angle_deg score
44.625 110.284 63.9269 35.4045 46.4353 0.938015
264.324 267.267 61.6267 35.5815 -43.1214 0.944288
245.483 141.268 60.2261 52.4235 -39.5713 0.935792
134.544 42.3421 77.7807 62.6099 -26.1318 0.916763
58.505 33.2585 54.1144 50.2893 12.237 0.912311
29.3799 169.298 68.9057 35.5254 -65.3305 0.925528
256.492 62.3812 62.2839 44.0135 -24.2868 0.90856
51.3718 268.384 76.1373 54.1315 3.57282 0.926122
123.423 133.249 47.7106 39.7356 -18.6321 0.96158
237.43 237.215 71.2562 31.4554 -73.0258 0.953748
203.662 89.3328 53.2076 37.5677 49.2555 0.892479
26.4124 57.3068 41.3506 39.5039 21.2489 0.940194
63.5492 142.313 67.5915 55.6838 16.7593 0.931516
77.5791 236.336 66.4764 34.4987 26.6936 0.892857
91.5585 269.12 57.8224 51.0827 -38.1682 0.893471
197.524 194.277 45.9704 36.1655 -86.6858 0.890736
159.988 82.0261 70.4177 36.1438 -50.4023 0.918843
86.3223 79.4011 53.6405 48.2998 -7.55357 0.899757
215.985 50.4382 70.2329 46.0431 -77.8746 0.911528
158.106 164.413 81.2423 50.6932 -48.819 0.901381
182.441 199.373 60.281 38.2688 -44.9052 0.910053
97.5487 98.8177 44.1456 38.4938 56.7903 0.891531
146.662 173.702 46.4238 45.3485 30.8533 0.871756
