# center_row center_col major_diameter minor_diameter angle_deg score
82.3633 36.0277 90.4713 63.4146 -8.77391 0.816688
170.899 86.012 80.9316 64.8058 -8.97863 0.828838
251.079 175.073 54.8902 54.5171 41.7767 0.845955
131.028 108.91 74.0632 32.9699 85.3635 0.839699
192.086 177.019 49.4521 37.2619 -37.2605 0.907769
272.052 61.1154 63.2524 45.2981 -77.1811 0.839095
167.029 266.01 56.6636 52.6643 53.0743 0.780449
230.859 227.918 68.314 36.6679 10.1933 0.802236
113.966 244.629 69.3801 50.1061 54.4439 0.826286
71.0088 178.987 52.5077 30.7995 57.2196 0.866564
166.562 147.835 57.1596 37.5474 -64.3964 0.822824
98.3334 170.844 84.6173 37.4144 -22.3725 0.790095
