# center_row center_col major_diameter minor_diameter angle_deg score
37.5478 248.293 74.1819 60.4315 37.0659 0.954063
185.428 139.357 75.3978 39.5413 -16.6728 0.922451
276.472 90.1198 90.306 40.4132 -84.6913 0.932988
93.4327 189.256 85.6709 69.6634 -76.4309 0.937874
246.571 223.398 98.2031 60.2216 8.33066 0.938951
114.658 100.481 88.4333 70.2553 62.7025 0.951137
30.5667 113.31 94.0555 42.3081 62.8784 0.888016
62.7326 63.6392 75.1312 71.9489 10.4397 0.92475
92.1102 243.753 99.187 43.1757 -52.7303 0.868049
256.172 198.54 75.0741 46.1228 11.1225 0.919893
156.93 175.465 62.6541 45.6837 30.4468 0.899168
171.499 77.2056 55.4358 45.8733 -82.5658 0.921292
222.479 78.282 64.2327 50.4853 24.0678 0.8793
254.491 126.037 70.1335 39.4966 56.6323 0.876124
119.484 62.1942 68.1835 36.3971 -88.0182 0.923581
54.4782 129.217 46.2275 40.356 -63.313 0.922582
