# center_row center_col major_diameter minor_diameter angle_deg score
132.474 238.259 81.5952 63.7508 -23.7172 0.961668
240.542 228.276 95.6282 87.6641 22.1401 0.943112
94.4867 174.245 96.2289 84.2587 -4.65361 0.947451
123.53 78.2881 94.2129 92.2758 43.7382 0.953915
262.526 179.068 76.0547 50.1339 46.0379 0.913796
248.516 26.3508 96.2899 44.2688 -2.50148 0.953885
206.676 173.421 81.0855 47.7096 16.425 0.892816
221.161 26.2873 63.5848 46.2369 -20.4639 0.950227
240.497 114.239 54.2889 44.2734 71.0448 0.884261
68.4905 280.23 52.4377 34.337 -19.345 0.935721
163.523 59.2498 61.483 53.6797 14.6626 0.921539
228.67 72.392 59.8268 37.7138 -14.2293 0.902294
262.248 78.1643 82.0766 32.0365 -31.9131 0.897198
69.2106 199.28 66.7446 43.9636 1.13295 0.946486
77.8228 242.959 39.8508 38.4806 14.1811 0.834153
