# center_row center_col major_diameter minor_diameter angle_deg score
45.5409 107.233 80.4195 66.2056 71.6245 0.969942
118.513 37.2131 64.033 50.1864 -87.7541 0.937407
105.04 247.468 58.867 37.927 -75.1069 0.904242
56.8107 228.829 47.0741 35.012 -9.97086 0.945016
127.512 194.18 64.2513 34.3571 81.2571 0.924197
98.4996 173.202 56.1719 44.1347 8.74533 0.943698
179.966 180.508 56.7249 50.3469 17.755 0.930532
177.541 89.3336 68.2413 56.3063 12.159 0.897026
162.724 158.223 56.4287 44.1225 2.05567 0.918463
104.41 105.341 63.4864 37.4096 -76.1483 0.89548
124.528 121.245 43.5771 35.7374 32.9424 0.952082
211.926 144.158 64.1222 45.4362 40.1574 0.885624
68.9119 79.4965 46.874 37.6395 -39.8965 0.90113
242.62 149.3 47.8484 42.0668 47.6208 0.857513
91.4906 40.2392 42.3632 40.2271 31.8789 0.888205
