# center_row center_col major_diameter minor_diameter angle_deg score
52.0514 52.9745 97.3812 59.8771 -15.9872 0.884968
242.909 58.2486 91.4867 43.8403 -47.6315 0.878834
159.719 230.623 67.802 57.9081 18.4339 0.954763
219.533 158.809 93.9199 84.959 -44.2703 0.898493
100.571 19.3428 66.2847 34.2818 5.08875 0.85518
102.584 73.288 64.101 40.4839 40.1207 0.944464
263.505 205.288 49.3989 39.7397 -82.3352 0.94473
56.4196 117.701 62.8976 42.6871 69.2363 0.910685
215.393 52.2888 65.3943 59.4282 0.335286 0.911196
134.24 192.098 76.7367 48.0738 -78.1846 0.916969
255.473 120.189 59.7264 41.5533 -53.4907 0.930716
97.6294 135.821 70.9971 63.9102 77.9938 0.938697
65.4227 174.398 80.6004 36.3102 -2.68508 0.859922
79.9208 219.125 87.7548 36.8987 -50.369 0.943072
228.537 239.465 83.5962 33.8847 73.1147 0.838693
