# center_row center_col major_diameter minor_diameter angle_deg score
207.983 262.969 64.7135 58.8409 -40.8561 0.942868
159.9 54.9139 71.532 71.0187 -42.8653 0.884694
127.924 197.031 64.935 48.8166 -73.6672 0.899324
225.763 86.0143 86.6806 75.306 83.665 0.886873
208.925 202.026 60.5475 32.7914 16.706 0.892606
87.9868 36.0247 62.7363 52.8481 75.6658 0.80739
50.9219 53.1683 74.7537 72.2833 38.4976 0.846545
269.962 209.962 42.7835 40.723 54.6733 0.840676
250.027 166.042 70.92 46.6651 65.5302 0.830405
28.3079 210.131 58.764 37.7084 -80.719 0.836367
173.935 225.024 47.0696 35.3823 81.8071 0.787018
