# center_row center_col major_diameter minor_diameter angle_deg score
96.022 104.771 82.3506 78.498 59.5326 0.855663
48.2406 242.517 94.3254 39.7637 -28.7192 0.825713
252.776 252.803 72.6536 61.4594 67.8047 0.904425
131.888 171.508 71.7574 33.9107 -16.4179 0.820937
103.491 269.944 64.0608 34.8746 -6.00728 0.834487
243.942 87.0552 44.6632 32.7767 -19.9898 0.901924
201.023 234.921 68.3189 28.7133 -56.3826 0.901667
121.219 217.156 48.532 37.5868 -43.441 0.850567
69.9335 37.0796 43.0187 38.7375 -55.0107 0.80798
201.682 161.268 65.7722 59.4295 10.4325 0.809272
261.174 135.088 72.5958 42.8248 77.8464 0.787186
33.1848 54.559 60.6266 49.3269 -1.18194 0.853787
166.776 52.4721 112.242 42.4231 -64.4626 0.829727
53.1067 109.018 32.9942 28.7973 26.7609 0.80114
