# center_row center_col major_diameter minor_diameter angle_deg score
175.229 207.986 86.0114 82.1514 -28.6559 0.948303
112.459 234.048 116.026 91.6985 59.1436 0.947716
91.5097 107.289 82.4365 56.2926 66.4335 0.942242
150.274 148.393 84.1278 61.5693 -39.1718 0.946078
56.4264 34.6496 117.261 41.097 19.2408 0.891759
273.741 167.524 61.6885 30.7689 -68.2023 0.928602
36.5954 141.329 61.3136 37.7293 17.0415 0.925334
258.489 104 56.7899 37.7549 -88.5279 0.915735
238.279 151.436 61.5993 56.3922 -43.0039 0.909104
126.641 69.3393 56.1654 52.0743 -26.3189 0.889532
34.5467 113.21 39.2455 35.6111 -81.5237 0.899237
