# center_row center_col major_diameter minor_diameter angle_deg score
69.0184 76.9751 76.626 60.5948 -1.50052 0.888494
69.3955 194.38 78.6877 37.338 64.5056 0.924288
271.956 260.972 46.6871 40.8993 -23.7025 0.951788
251.766 128.01 77.0951 57.2127 56.1778 0.822269
233.04 186.947 58.7406 54.807 15.9416 0.812037
210.314 108.182 49.2966 36.9284 66.3966 0.816606
123.918 245.191 84.198 70.2598 -79.0188 0.832221
47.0605 115.982 46.4567 37.0735 42.5228 0.825431
216.073 244.009 68.7293 38.7953 4.16449 0.82828
178.073 270.427 56.2972 48.1425 36.8294 0.781474
125.023 117.978 46.746 46.6903 42.5091 0.851379
134.69 39.849 61.9516 51.5585 67.9708 0.78596
