# center_row center_col major_diameter minor_diameter angle_deg score
232.512 250.254 77.6466 73.5388 -50.5439 0.930262
192.641 167.605 120.155 87.9211 24.8256 0.914908
188.546 113.996 108.88 87.7915 83.2626 0.923049
49.5397 121.317 93.7991 81.6 48.8724 0.938666
51.4342 161.299 95.5784 89.5631 -33.2891 0.947185
57.5477 253.326 88.4092 68.2495 18.2265 0.927208
249.808 152.91 83.2429 43.1586 10.9333 0.93616
109.577 229.195 83.7915 37.2784 10.3252 0.799713
159.71 255.51 107.916 34.0841 -36.18 0.873516
130.134 121.1 64.4019 49.4503 33.8118 0.861617
100.37 152.568 43.7454 33.1967 53.1849 0.851746
