# center_row center_col major_diameter minor_diameter angle_deg score
250.528 239.293 84.0526 82.4107 60.5202 0.92479
137.501 257.27 78.3749 68.1858 70.3677 0.957883
87.5389 112.159 74.5719 54.2808 65.322 0.859509
69.6298 222.258 64.3603 36.6152 37.7661 0.926743
260.751 129.359 82.1323 61.6858 -61.3662 0.868334
35.4935 55.8159 83.7074 51.7464 48.242 0.915883
201.534 196.911 52.6938 31.4435 11.4851 0.928897
169.864 264.018 70.3572 49.0827 17.7733 0.957037
210.535 112.083 52.1233 43.4603 -16.5568 0.939697
230.905 86.0736 52.1377 51.0539 44.9484 0.879471
144.63 190.294 64.4475 34.4088 34.5836 0.945884
45.3159 31.5424 53.6282 34.2953 -18.0793 0.934668
83.8884 64.1037 46.4669 38.603 -61.1262 0.833468
152.543 136.193 56.1162 36.2761 29.7841 0.952155
115.262 90.4432 37.4668 30.4334 75.9658 0.924597
83.3073 186.275 49.3366 39.3108 70.745 0.917131
171.737 140.335 41.5049 39.9315 -9.77493 0.904782
128.634 175.853 54.5149 42.9247 -30.7773 0.870713
208.916 234.161 39.9814 35.832 48.3192 0.912003
231.408 169.291 40.285 37.9946 58.0921 0.9017
