# center_row center_col major_diameter minor_diameter angle_deg score
249.967 92.9875 86.7949 72.7497 41.4056 0.876646
185.975 153.017 86.6729 56.7633 -3.95975 0.822433
234.005 208.005 92.6821 48.6954 -26.0469 0.829087
163.646 48.3665 85.8253 55.8201 89.1361 0.824953
47.9976 199.994 62.6591 38.7375 54.2911 0.851936
36.3749 252.841 74.7854 65.6281 66.9424 0.787592
69.0124 132.025 50.4855 46.8952 41.0096 0.844437
34.0449 71.0279 57.3752 33.4594 31.811 0.839693
96.8548 98.2751 70.5081 53.4674 30.6799 0.822928
196.254 245.478 71.5298 40.4711 44.9556 0.796867
57.985 52.2835 46.9758 45.089 38.7031 0.786352
