# center_row center_col major_diameter minor_diameter angle_deg score
46.3525 187.258 79.9169 76.7482 56.7248 0.967034
171.226 89.4852 83.8416 64.8176 63.5507 0.932676
169.054 54.4024 82.9205 34.0691 36.5358 0.881068
214.478 97.1517 61.3545 33.6278 -89.3506 0.911962
79.3857 210.381 72.0381 63.5995 -47.9861 0.910865
214.089 226.206 71.756 40.1564 -86.6765 0.842404
109.086 89.5056 58.2458 31.4972 41.7469 0.880868
145.768 150.658 72.3599 41.956 8.21776 0.909344
174.355 167.346 69.8114 31.7232 -64.6831 0.895912
84.4243 50.1339 59.6929 43.3693 -20.3744 0.879309
50.5031 61.6979 78.013 33.6534 50.8283 0.901652
69.4879 94.0784 54.8883 48.3175 69.6581 0.864773
242.118 246.158 68.8302 36.108 -88.1307 0.866667
247.622 178.412 64.6687 32.1507 77.0256 0.844535
150.471 186.056 45.6495 39.7791 -71.3826 0.894981
220.374 171.659 39.8279 35.8701 -75.1654 0.815827
223.495 280.181 40.0176 34.3096 -41.9081 0.918747
