# center_row center_col major_diameter minor_diameter angle_deg score
246.006 61.9787 73.3494 53.4844 80.9248 0.90359
224.934 272.714 56.7783 41.3777 -27.5739 0.91525
117.91 221.937 70.8023 42.914 44.0144 0.829549
167.086 60.3632 47.8422 39.0618 -72.6622 0.883331
185.158 119.968 53.4934 45.5513 -36.7375 0.806325
158.915 177.895 79.0676 54.6114 45.4922 0.784848
95.0921 72.101 36.9264 30.6905 33.9471 0.849627
274.875 251.969 51.5031 33.6194 34.5932 0.799346
219.071 123.784 58.0894 40.4676 89.6601 0.828846
94.1378 134.968 82.9014 52.8471 26.8651 0.786741
214.19 184.909 50.5393 33.1505 -85.9217 0.797634
