# center_row center_col major_diameter minor_diameter angle_deg score
195.559 67.2067 95.4862 57.5872 56.087 0.973558
69.0326 68.5989 95.0383 48.5798 43.1077 0.884527
243.501 242.041 88.7336 47.8375 88.4065 0.940918
118.936 97.6861 70.3462 45.3959 61.4991 0.938615
98.5858 242.206 57.5704 51.8337 19.24 0.947016
158.83 217.505 70.4819 62.948 -28.0925 0.885119
34.5033 168.259 62.092 34.4998 69.6553 0.904598
122.787 52.1583 89.5859 31.8168 -65.1794 0.828792
254.297 91.359 47.7662 33.9545 24.0491 0.873583
214.99 239.97 74.6588 50.3732 -46.7428 0.942535
190.507 179.355 96.7813 42.123 -0.64392 0.880386
237.486 132.953 58.1055 41.6463 -74.5221 0.914152
146.206 187.386 95.6689 49.5677 -30.3918 0.88237
80.5018 199.17 98.3703 38.3822 -67.0784 0.877179
66.3425 131.997 68.4487 63.5998 31.1149 0.900347
260.597 130.645 37.7311 31.9289 -45.5412 0.83534
