# center_row center_col major_diameter minor_diameter angle_deg score
52.4249 116.267 76.1225 64.3577 -60.3609 0.949771
109.574 263.283 51.4018 49.654 3.15667 0.932947
214.386 212.4 59.6783 45.9485 16.2701 0.926418
258.27 107.421 77.4799 66.4738 -42.3278 0.897774
115.484 196.274 62.0314 50.2496 -3.06982 0.938956
28.5244 39.2764 49.6558 47.712 -37.6303 0.949018
173.671 153.69 58.4341 45.4226 86.0672 0.899973
271.474 189.227 37.5947 33.804 -30.6925 0.950856
184.635 116.376 71.8373 46.5068 26.1937 0.889696
49.5317 248.295 61.5804 55.6597 -73.3455 0.939089
239.621 156.882 58.572 41.0624 19.7503 0.91211
89.4684 184.846 54.0924 40.1097 -38.6471 0.926019
224.695 245.495 75.2161 38.1294 -6.55753 0.903117
269.847 231.269 53.1717 35.2012 -37.5765 0.906584
56.6028 28.3048 61.6251 47.6424 9.59559 0.923841
144.102 70.7731 50.3977 38.6519 31.0334 0.917567
21.6557 220.423 36.413 35.9285 9.3064 0.866498
171.423 33.7954 53.6228 45.9409 29.2453 0.93111
195.469 27.2469 56.3824 36.2332 -40.9981 0.919487
105.341 99.5461 56.1209 38.084 27.8194 0.894579
110.414 65.1879 70.6739 56.1131 -2.21105 0.901805
145.988 127.476 38.5051 31.3691 1.99381 0.838977
63.6256 227.857 67.9034 34.1187 54.4655 0.865238
