# center_row center_col major_diameter minor_diameter angle_deg score
37.5678 234.254 71.777 47.5548 45.832 0.95143
252.755 196.799 77.7329 67.6538 26.6396 0.945514
76.3139 23.3498 67.7871 29.4984 -24.3688 0.869403
46.5022 204.254 39.5003 39.3049 -40.7488 0.931725
72.465 144.256 82.2623 78.2483 57.1327 0.904802
100.584 202.204 78.3968 46.4681 55.0099 0.887883
222.472 246.607 63.4422 54.2029 -75.0109 0.923533
251.528 259.238 66.2566 50.2843 40.6002 0.945642
179.638 153.396 49.551 35.5299 48.778 0.93517
121.574 164.873 66.4019 55.1773 -9.4167 0.911531
110.394 77.2549 55.3627 53.8895 79.6703 0.935541
198.93 82.7514 56.8911 35.9082 -20.5431 0.928352
233.979 134.492 85.3342 42.4696 31.2697 0.923669
61.8682 65.6185 69.9166 32.8442 46.0751 0.830248
262.456 74.1744 61.8204 36.444 -52.1045 0.886547
245.356 75.2877 49.2054 37.3305 88.8755 0.840086
119.535 113.746 61.6627 37.7277 6.43972 0.832938
170.532 138.282 36.0272 34.4802 57.4134 0.915257
254.522 119.183 49.3096 35.859 2.47892 0.881548
191.451 58.0587 38.8779 34.187 84.7239 0.882871
