# center_row center_col major_diameter minor_diameter angle_deg score
60.8093 145.06 120.064 99.3281 65.8671 0.957159
241.494 88.2943 112.461 84.3045 -11.5094 0.951202
60.5185 50.2643 68.2447 44.2883 -43.829 0.93481
171.111 179.375 85.4518 38.5017 -49.1367 0.950917
206.837 156.142 114.993 58.1988 45.128 0.882541
57.6416 260.299 86.0535 46.4461 34.0646 0.938811
124.383 70.3013 93.7854 39.5258 -33.445 0.923273
155.929 136.323 91.9363 34.7156 73.505 0.887511
29.5959 26.3064 50.5397 40.3263 62.8943 0.890452
211.113 74.4153 96.2876 95.1674 20.9915 0.920291
84.1747 212.398 92.0119 51.7582 -7.74812 0.871677
28.3661 229.344 51.7622 46.3889 -73.4488 0.909967
