# center_row center_col major_diameter minor_diameter angle_deg score
152.501 167.262 67.5663 61.619 37.1654 0.95046
57.4318 242.317 71.5991 49.3989 69.9217 0.965041
233.849 228.894 69.8213 67.3877 56.2139 0.958781
156.575 102.168 53.5284 29.7166 55.6029 0.941819
160.404 38.2904 78.2053 54.2941 -31.3833 0.928886
82.5643 107.32 66.1932 58.0885 -87.1941 0.878211
261.447 43.2671 39.7175 35.802 25.8655 0.932284
251.412 154.253 72.9819 61.6666 -48.0694 0.922158
239.365 95.542 76.1641 73.6015 79.0754 0.88357
42.9507 82.8161 71.3056 43.7797 84.9384 0.906453
155.423 278.011 68.4892 34.9716 -15.8443 0.87125
218.85 245.555 70.0622 65.4862 -85.9402 0.944476
164.847 244.808 34.1721 33.575 10.7591 0.905103
99.8262 228.368 64.4702 31.2174 42.9421 0.866581
216.471 152.315 50.0693 49.9136 27.5856 0.908537
127.434 187.258 41.4524 37.5856 22.1186 0.903197
130.508 89.2594 42.303 34.0723 65.4085 0.909774
170.046 193.126 70.1731 48.5358 54.9041 0.912434
168.541 61.3035 59.4587 39.9382 40.5414 0.936324
206.924 28.0215 71.7559 43.672 -0.497346 0.898602
276.877 100.216 57.5263 31.0601 -89.6712 0.819361
37.2541 107.464 53.3737 37.9986 30.5414 0.812213
65.9984 148.606 60.9297 33.8211 -65.3979 0.930496
116.561 258.36 61.4645 29.7907 -10.4805 0.896338
159.914 182.903 50.3134 35.961 -14.5903 0.802584
