# center_row center_col major_diameter minor_diameter angle_deg score
76.5376 271.237 49.7162 47.7028 -62.0448 0.968189
270.488 221.144 71.1062 39.8306 -73.851 0.932922
36.1785 192.796 68.5267 38.0487 -70.9163 0.945649
191.57 229.798 48.9761 28.69 -4.05109 0.901207
238.594 175.903 78.0049 60.0353 76.8966 0.897457
240.933 97.3717 72.5022 45.7497 -57.519 0.790164
57.496 96.2427 50.0625 44.327 -50.2015 0.93271
168.478 54.0322 60.3097 41.616 0.29066 0.880062
80.4667 150.287 51.3993 33.796 -9.45358 0.897481
58.5324 212.327 59.2225 38.8042 64.8504 0.941794
133.201 247.668 71.6809 49.8149 -10.8727 0.90251
114.503 69.0256 61.1095 57.6898 58.2421 0.869789
115.161 154.562 58.3373 40.1497 -58.2696 0.910471
33.119 97.839 51.3044 37.4934 -75.2746 0.915771
263.502 138.304 61.3838 41.7808 8.43421 0.902491
84.4204 40.2401 50.2665 44.101 54.5567 0.880148
177.545 89.2706 54.2587 46.3064 68.5114 0.903544
116.261 32.8283 44.6974 42.6772 -6.02274 0.88019
276.473 48.3343 54.301 34.5714 74.1622 0.934276
267.231 87.7029 58.537 33.0045 20.3612 0.917238
119.804 227.696 55.6959 31.3734 26.8268 0.904623
91.2098 180.873 49.1328 39.4092 79.3798 0.863088
