# center_row center_col major_diameter minor_diameter angle_deg score
251.8 263.421 73.4505 57.1274 -20.682 0.924965
64.7621 69.5991 65.4096 41.1293 -9.17884 0.910461
53.6688 158.301 71.5023 63.2373 -89.1428 0.958247
224.571 137.311 73.5299 47.5732 24.8735 0.931406
95.4091 30.2121 68.39 44.3068 -41.5716 0.908831
26.4166 160.051 71.899 46.3642 -78.0737 0.932958
115.42 142.794 66.9745 36.4654 60.3575 0.899146
193.497 257.323 70.4998 44.3391 -20.0829 0.918066
255.777 72.4738 39.276 33.0284 -10.3871 0.927251
141.499 68.1833 60.3565 59.9553 -80.3059 0.896177
217.568 227.25 68.0966 48.1169 36.017 0.893793
61.352 217.11 71.8285 37.3342 22.4853 0.872026
173.594 63.42 58.3453 54.0222 -29.3537 0.90107
103.549 229.234 33.6552 29.4777 -37.9355 0.929617
249.365 165.46 62.737 37.2264 25.0428 0.861261
154.824 170.159 71.7799 46.1911 -45.6371 0.894001
120.443 276.27 48.253 34.3935 -30.0643 0.918479
106.642 179.063 33.5533 31.9851 -10.3856 0.920063
69.9081 29.4449 47.6757 32.6802 29.7549 0.921885
230.735 40.4447 45.3997 36.6478 59.342 0.889248
149.688 37.4462 44.5354 37.9127 -30.8519 0.868117
169.578 141.263 38.4093 34.3181 15.3372 0.861158
102.276 273.333 42.6738 38.2418 -48.1225 0.921137
204.746 157.768 55.5489 35.0316 77.7045 0.883948
