# center_row center_col major_diameter minor_diameter angle_deg score
186.81 34.8782 107.795 41.1631 16.3332 0.92492
260.521 105.193 71.8363 51.5964 63.0045 0.956036
132.512 81.2483 78.1346 76.4308 -47.2535 0.935493
92.649 243.922 83.6404 75.3269 -43.7052 0.966444
233.467 206.377 57.6856 57.453 -63.5683 0.945054
63.5399 147.211 47.3784 39.8591 76.5294 0.96187
177.535 236.308 94.241 90.3691 51.43 0.92974
94.2455 205.161 90.6661 59.7724 27.2892 0.91621
151.823 125.425 105.436 47.7563 9.80706 0.913239
204.969 82.8172 74.9437 34.0287 -28.4384 0.889397
244.384 128.225 94.4684 34.477 -49.0051 0.924925
112.682 129.539 63.9598 31.4887 10.8365 0.898461
