# center_row center_col major_diameter minor_diameter angle_deg score
91.4299 200.254 101.8 69.5461 -54.2675 0.950711
40.5208 157.174 67.0462 41.9629 85.0081 0.965076
152.732 72.8166 63.4441 44.1735 71.9612 0.916287
252.505 145.182 83.5299 65.6812 86.2754 0.951493
244.203 207.572 123.201 90.3601 -58.8835 0.966754
180.494 158.104 112.71 44.3073 86.9349 0.892133
159.484 155.2 51.9352 36.3323 -86.7293 0.895874
134.47 23.9777 47.7927 38.2461 68.5576 0.900592
56.5648 69.2534 35.6575 29.5709 47.5253 0.93852
115.569 78.2701 90.3127 64.4121 -15.865 0.935871
170.691 211.709 47.9413 28.8273 10.2895 0.87456
